filename,reference_filename,sentence_id,speaker_id,gender,device,distance_m,noise_level_db,pesq,snr_global_db,snr_segmental_db,snr_aweighted_db,stoi,correlation,alignment_shift_ms,alignment_correlation,success,error,processing_time_sec
pa_S28_f2_female_IP15_na_2m_90_east_57db_0_B.wav,pa_S28_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S28,F2,female,IP15,2,57.0,1.2887284755706787,-2.8322191443364213,-3.8273752809327406,-2.8313717676738595,0.6874255925004967,0.01678096340519519,122.8125,0.42080784,True,,0.8535115718841553
pa_S28_f2_female_IPDp11_na_4m_90_east_57db_0_B.wav,pa_S28_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S28,F2,female,IPDp11,4,57.0,1.2993592023849487,-2.181078199203624,-3.9038993138605744,-2.178986599259987,0.6854681454621965,0.15023759393475808,130.5625,0.28368,True,,0.6550343036651611
pa_S29_f2_female_IP15_na_2m_90_east_57db_0_B.wav,pa_S29_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S29,F2,female,IP15,2,57.0,1.3827733993530273,-2.7092475627925956,-3.925691146739351,-2.7085213359534444,0.6820830987882863,0.062061254992546354,98.1875,0.3684248,True,,0.30069684982299805
pa_S29_f2_female_IPDp11_na_4m_90_east_57db_0_B.wav,pa_S29_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S29,F2,female,IPDp11,4,57.0,1.242507815361023,-2.115374434031267,-4.18192162776011,-2.1130125504246533,0.6589707070462598,0.16776046971132907,107.1875,0.26173398,True,,0.2895510196685791
pa_S30_f2_female_IP15_na_2m_90_east_57db_0_B.wav,pa_S30_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S30,F2,female,IP15,2,57.0,1.4028059244155884,-3.144979136772773,-3.774046712505635,-3.144307830557867,0.7055652384250448,-0.035318982668076544,102.875,0.3795753,True,,0.7311885356903076
pa_S30_f2_female_IPDp11_na_4m_90_east_57db_0_B.wav,pa_S30_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S30,F2,female,IPDp11,4,57.0,1.3600555658340454,-2.5447885485211104,-4.168241018278524,-2.5428122964147573,0.6867762029424824,0.07492125331375117,109.9375,0.2509933,True,,0.842369556427002
pa_S31_f2_female_IP15_na_2m_90_east_57db_0_B.wav,pa_S31_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S31,F2,female,IP15,2,57.0,1.3616572618484497,-2.903237254562299,-3.471658620120798,-2.9026561023751363,0.6952325325805575,0.013901560495630391,235.0,0.38895217,True,,0.5795292854309082
pa_S31_f2_female_IPDp11_na_4m_90_east_57db_0_B.wav,pa_S31_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S31,F2,female,IPDp11,4,57.0,1.2959787845611572,-2.1337736046089626,-3.6758873095805527,-2.132341742144562,0.6880089458794945,0.1649102903936818,134.0,0.24758857,True,,0.5144736766815186
pa_S32_f2_female_IP15_na_2m_90_east_57db_0_B.wav,pa_S32_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S32,F2,female,IP15,2,57.0,1.2762707471847534,-2.9310047124372995,-3.442319713096609,-2.9303592159684326,0.7058159289051017,0.00450604699469792,202.3125,0.35356438,True,,0.252974271774292
pa_S32_f2_female_IPDp11_na_4m_90_east_57db_0_B.wav,pa_S32_f2_female_IP14p_na_1m_90_east_57db_0_B.wav,S32,F2,female,IPDp11,4,57.0,1.2890986204147339,-2.7074616993066507,-3.9079096766971078,-2.7054695789185477,0.7022177979200579,0.054564936264481674,271.8125,0.3306637,True,,0.25098347663879395
pa_S01_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S01_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S01,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,1.0,True,,0.4778859615325928
pa_S02_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S02_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S02,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999998,1.0,0.0,0.9999999,True,,0.4943852424621582
pa_S03_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S03_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S03,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,1.0,True,,0.47028422355651855
pa_S04_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S04_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S04,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999999,1.0,0.0,1.0000002,True,,0.495786190032959
